;rating;title;year;director0;runtime;genres0;actor0;actor1;actor2;actor3;tagline;outline;genres1;genres2;genres3;director1;genres4;genres5;genres6
2962;6.0;Borderline;1980.0;Jerrold Freedman;5820.0;Action;Charles Bronson;Bruno Kirby;Bert Remsen;Michael Lerner;Somewhere along a thousand miles of barbed wire border the American dream has become a nightmare;On the U.S.-Mexican border, border cop Jeb Maynard is hunting for a human smuggler responsible for Jeb partner's murder.;Drama;;;;;;
2967;4.5;Utsava Melam;1992.0;Suresh Unnithan;;Mystery;Suresh Gopi;Urvashi;Narendra Prasad;Indrans;;Suresh Gopi is hired by a rich family torn apart into two , to perform/sing in the cultural activities...;;;;;;;
2973;4.4;Twogether;1992.0;Andrew Chiaramonte;7200.0;Comedy;Nick Cassavetes;Brenda Bakke;Jeremy Piven;Jim Beaver;In affairs of the heart, sometimes your body makes all the decisions (Video Australia);An artist and an environmentalist go through an up and down relationship over the years. They get married in an early fling...;Drama;Romance;;;;;
2978;7.9;The Secret Life of Houses;1994.0;Adrian Velicescu;;;;;;;;;;;;;;;
2981;5.0;Attack of the 50 Foot Woman;1958.0;Nathan Juran;3900.0;Horror;Allison Hayes;William Hudson;Yvette Vickers;Roy Gordon;A titanic beauty spreads a macabre wave of horror! A terrifying masterpiece of shock and chills!;When an abused socialite grows to giant size because of an alien encounter and an aborted murder attempt, she goes after her cheating husband with revenge on her mind.;Sci-Fi;;;;;;
2982;;Cody: Fall from Grace;1996.0;Peter Fisk;5400.0;Crime;Gary Sweet;Robert Mammone;Bill Hunter;Frank Gallacher;;Rogue cop Cody investigates a high-profile jockey's apparent suicide.;Thriller;;;;;;
2983;2.0;Unearthed;2004.0;Craig Kovach;7560.0;Horror;Katharine Kissingford;John Frans;Joe Davison;John Bernath;Some things aren't meant to be found...;When a downtown Tampa high rise project results in the discovery of ancient Indian artifacts, a brilliant but idealistic young archaeologist...;Sci-Fi;;;;;;
2992;;A Man of Sorrow;1916.0;Oscar Apfel;3600.0;Drama;William Farnum;Dorothy Bernard;Willard Louis;Mary Ruby;;A young woman falls in love with and marries a handsome young man. Her twin sister sets out to break up the marriage and frames her sister's husband to make it look like he is an infamous bandit who has been plaguing the area.;;;;;;;
2996;3.4;Emmanuelle VI;1993.0;Francis Leroi;5400.0;Drama;Sylvia Kristel;Caroline Laurence;Carolyn Monroe;Annie Bellac;;Through the wonders of virtual reality, Emmanuelle tries to help a former schoolmate to overcome a traumatic sexual past.;Romance;;;;;;
3000;6.0;Thank God He Met Lizzie;1997.0;Cherie Nowlan;5460.0;Comedy;Richard Roxburgh;Cate Blanchett;"Connor"" (u";Linden Wilkinson;The love of your life... isn't always the one you marry.;The romantic myth is exposed for Guy when he is plagued by memories of an old girlfriend on his wedding day.;Drama;Romance;;;;;
3001;5.8;Deadline Auto Theft;1983.0;H.B. Halicki;5880.0;Action;H.B. Halicki;Hoyt Axton;Marion Busia;Jerry Daugirda;;After the attempted theft of his daughter's husband's car, LAPD Captain Gibbs declares war on master car thief Maindrian Pace...;Comedy;Drama;;;;;
3007;4.3;Iron Thunder;1998.0;Jay Woelfel;;Action;Richard Hatch;Susannah Devereux;Don Hughes;Dyrk Ashton;Where man and metal converge.;Danger faces unsuspecting tourists in Las Vegas as Colonel Nelson, who goes mad when he is accidentally electrocuted by the very super secret U.S...;Adventure;Sci-Fi;War;;;;
3012;5.4;Kai Rabe gegen die Vatikankiller;1998.0;Thomas Jahn;5520.0;Comedy;Steffen Wink;Klaus J. Behrendt;Sandra Speichert;Stefan J\xfcrgens;Der November wird schwarz!;Rufus Lindner finally made it - his first movie is in production. The story is quite simple: The Pope's...;;;;;;;
3015;;Only You;1977.0;Tae-ho Seol;6000.0;Drama;Mu-saeng Kim;Jun-ho Kwak;Yun-kyeong Kim;Nam-il Kim;;Cheol-hie runs away from the orphanage in the hopes of meeting the parents who gave him up for adoption. Instead he meets Dong-man, a man who gathers wild honey for a living, and the two succeed in breaking up a gang of thieves.;;;;;;;
3028;4.9;Twist Around the Clock;1961.0;Oscar Rudolph;4980.0;Musical;Chubby Checker;Dion DiMucci;Vicki Spencer;The Marcels;It's twist-errific! - the first full-length movie about the twist!;"Not only is this written by the same screen writer who wrote the earlier ""Rock Around the Clock"", it uses the same exact lines.";;;;;;;
3040;5.0;Valley of the Dragons;1961.0;Edward Bernds;4920.0;Adventure;Cesare Danova;Sean McClory;Joan Staley;Danielle De Metz;Spacemen vs Prehistoric Monsters!!!;In 1881, in Algeria, Michael Denning and Hector Servadac are fighting a duel when a comet brushing Earth takes the two men to the Moon where they discover a prehistoric civilization.;Fantasy;Sci-Fi;;;;;
3048;;Western Grit;1924.0;W. Adcook;;Action;Lester Cuneo;Alma Deer;Joe Bonner;Raye Hampton;The greatest Western Actor and Fighter on the Screen! (original one-sheet poster);The town of Jawbone possesses two stagecoach lines, which makes for competition between the two lines...;Adventure;Romance;Western;;;;
3049;6.8;A Southern Yankee;1948.0;Edward Sedgwick;5400.0;Comedy;Red Skelton;Brian Donlevy;Arlene Dahl;George Coulouris;See Red in a Union Suit with Southern Exposure!;A hapless bellboy in a St. Louis hotel near the end of the Civil War is recruited by the Union secret service to impersonate a notorious Confederate spy.;History;War;Western;;;;
3052;5.6;The Terror of Doctor Mabuse;1962.0;Werner Klingler;5280.0;Crime;Gert Fr\xf6be;Senta Berger;Helmut Schmid;Charles Regnier;;(1962 aka TERROR OF THE MAD DOCTOR) Gerte Frobe, Wolfgang Preiss, Senta Berger. A well done remake of Lang's 1933 classic...;Horror;Mystery;Thriller;;;;
3071;5.0;Frontier Agent;1948.0;Lambert Hillyer;3360.0;Western;Johnny Mack Brown;Raymond Hatton;Reno Browne;Kenneth MacDonald;TWO-GUN GUARDIANS of the Frontier Telegraph!;This one begins after the Civil War when the Overland Telegraph Company is persuaded by rancher Jim...;;;;;;;
3078;;First Wife;1963.0;Gu Park;;Drama;Hie-gab Kim;Ji-man Ha;Jeung-nyeo Ju;;;A man deserts his family to make it big in Seoul. He quickly goes from a street vender to the head of a large corperation. But when his money runs out, he learns that none of his new friends will stand by him.;;;;;;;
3080;7.2;¡Ay, Carmela!;1990.0;Carlos Saura;6120.0;Comedy;Carmen Maura;Andr\xe9s Pajares;Gabino Diego;Maurizio De Razza;;Paulino and Carmela are husband and wife, troubadours touring the countryside during the Spanish Civil War...;Drama;War;;;;;
3082;6.4;Orphans of the Street;1938.0;John H. Auer;3840.0;Comedy;Tommy Ryan;Robert Livingston;June Storey;Ralph Morgan;A BOY AND HIS DOG AGAINST THE WORLD (original six-sheet poster - all caps);Orphaned Tommy Ryan is informed that the money from his father's estate has run out, and he will have to leave the Holbrook Military Academy...;Drama;Mystery;Romance;;;;
3089;7.7;Dragon Ball Z: Wrath of the Dragon;1995.0;Mitsuo Hashimoto;3120.0;Animation;Masako Nozawa;Takeshi Kusao;Mayumi Tanaka;Hiromi Tsuru;;A mysterious being named Hoy arrives on Earth and asks the Z Warriors to use the dragon balls to help him release Tapion...;Action;Sci-Fi;;;;;
3090;7.9;Archibald the Rainbow Painter;1998.0;Les Landau;6300.0;Drama;Dorian Harewood;Michael McKean;"Arbanville"" (u";Vanessa Bell Calloway;;Vietnam veteran Archibald Wright works as a house painter. One family he paints a house for has a problem he can relate to: Elaine...;;;;;;;
3095;5.2;The Fighting Deputy;1937.0;Sam Newfield;3660.0;Comedy;Fred Scott;Phoebe Logan;Al St. John;Marjorie Beebe;;The Sheriff and his deputies are after Scar Adams. Scar is the brother of Alice Denton, the girl Deputy Tom plans to marry...;Music;Western;;;;;
3096;;Six-Gun Serenade;1947.0;Ford Beebe;3300.0;Action;Jimmy Wakely;Lasses;Kay Morley;Jimmy Martin;The WEST'S FIGHTIN' MINSTREL! Jimmy sings his way through a storm of outlaw bullets to track down a robber baron!;When he tries to get feed for a stray calf on credit, Jimmy Wakely gets into a fight with feed-store owner Buck...;Music;Western;;;;;
3101;6.0;In Enemy Hands;2004.0;Tony Giglio;5640.0;Drama;William H. Macy;Til Schweiger;Thomas Kretschmann;Clark Gregg;Courage, trust and honor.  In a time when ordinary men had no choice but to become extraordinary heroes.;When American submarine Swordfish is torpedoed the survivors are picked up by a passing German U-boat but an outbreak of meningitis threatens all aboard.;Thriller;War;Action;;;;
3102;6.9;Khartoum;1966.0;Basil Dearden;7680.0;Action;Charlton Heston;Laurence Olivier;Richard Johnson;Ralph Richardson;They say the Nile still runs red from the Battle of Khartoum!;In the Sudan, in 1884-85, Egyptian forces led by a British general defend Khartoum against an invading Muslim army led by a religious fanatic, the Mahdi.;Adventure;Drama;History;Eliot Elisofon;War;;
3105;7.2;Tillie's Punctured Romance;1914.0;Mack Sennett;4440.0;Comedy;Charles Chaplin;Marie Dressler;Mabel Normand;Mack Swain;The WORLD'S OUTSTANDING COMEDIANS IN THE FUNNIEST COMEDY OF ALL TIME;A con man from the city dupes a wealthy country girl into marriage.;;;;;;;
3107;;Ma'aseh B'Monit;1956.0;Larry Frisch;4200.0;Adventure;Shaike Ophir;Rafael Klatzkin;Miriam Bernstein-Cohen;Natan Cogan;;A Tel Aviv taxi breaks down, and while the driver attempts to repair it, the passengers take shelter and relate tales to each other...;Comedy;Drama;;;;;
3111;8.2;Najma;1943.0;Mehboob Khan;7260.0;;;;;;;;;;;;;;
3112;7.7;Lady Snowblood;1973.0;Toshiya Fujita;5820.0;Action;Meiko Kaji;Toshio Kurosawa;Masaaki Daimon;Miyoko Akaza;;A young girl is born and raised to be an instrument of revenge.;Drama;Thriller;;;;;
3115;7.2;The Boy from Mercury;1996.0;Martin Duffy;5220.0;;;;;;;;;;;;;;
3116;4.6;Cindy and Donna;1970.0;Robert Anderson;4740.0;Drama;Debbie Osborne;Nancy Ison;Cheryl Powell;Max Manning;A story of two sisters. Cindy... so anxious to grow up. Donna... who grew up too fast!;Cindy, a sweet-young-thing being raised in the suburbs with her half-sister Donna, is shyly undergoing a sexual awakening...;;;;;;;
3121;5.7;Kathleen Mavourneen;1919.0;Charles Brabin;3600.0;Drama;Theda Bara;"Connor"" (u";Jennie Dickerson;Raymond McKee;The sweetest Irish drama ever written;Kathleen, the daughter of a poor tenant farmer, dreams of her wedding with her beloved Terrence. The...;Romance;;;;;;
3123;5.1;Spy Train;1943.0;Harold Young;3660.0;Crime;Richard Travis;Catherine Craig;Chick Chandler;Thelma White;;A train leaves Los Angeles with a Nazi spy, a woman, a reporter, their respective sidekicks, and the wrong suitcase: one with a bomb in it.;Drama;;;;;;
3135;6.7;Chesterfield;1998.0;Catherine Constantinou;6480.0;Mystery;Mark Filiaci;Korbi Dean;Catherine Constantinou;Bill Nelson;Sometimes promises kept are more dangerous than ones broken;A human tooth with the number 6 etched into it. An old lover returning after an eight year absence. A dark secret that everyone is after...;;;;David Reid Iversen;;;
3136;5.7;The Lone Rider Crosses the Rio;1941.0;Sam Newfield;3780.0;Music;George Houston;Al St. John;Roquell Verria;Charles King;THE LONE RIDER crosses the Rio IN A FAST-MOVING DRAMA OF THE WEST FILLED WITH ACTION AND ADVENTURE -- (original ad - mostly caps);Hiding from outlaws in Mexico, Tom and Fuzzy help a Mexican official's son by faking his kidnapping (the boy's father disapproves of his affair with a cabaret singer). When the kid is really kidnapped, our heroes get blamed.;Romance;Western;;;;;
3141;;'Külsö-Belsö' életmüdíjas: Romvári József;1995.0;L\xe1szl\xf3 Hartai;;Biography;J\xf3zsef Romv\xe1ri;Elem\xe9r Rag\xe1lyi;Kl\xe1ra Muhi;;;Mail <svaradi@ix.netcom.com> for translation. Tudományos körökben az általános nézet', hogy a nézök szeretik a filmsztárokat...;;;;;;;
3143;5.9;Puppets Under Starry Skies;1978.0;H\xf4jin Hashiura;5940.0;;;;;;;;;;;;;;
3145;8.7;Rosen für Afrika;1992.0;Sohrab Shahid Saless;10980.0;Drama;Silvan-Pierre Leirich;Dorothea Rosenberger;Jan Biczycki;Enzi Fuchs;;A psychodrama about how injustice is turned into oblivion about an opportunity worker and a woman from the civil house of a marriage for 30 years ...;;;;;;;
3146;6.3;A Life in the Balance;1955.0;Harry Horner;4440.0;Thriller;Ricardo Montalban;Anne Bancroft;Lee Marvin;Jos\xe9 P\xe9rez;A killer with the cunning of a maniac. A little boy with the courage of a lion.;Antonio Gomez, a nearly down-and-out musician, is a widower with a young boy, Paco. Fighting to support...;;;;Rafael Portillo;;;
3151;4.8;Screwballs;1983.0;Rafal Zielinski;4800.0;Comedy;Peter Keleghan;Kent Deuters;Linda Speciale;Alan Deveau;The Raunchiest '80s Sex Comedy of Them All!;Frolicking youth comedy about zany high school students set in the 1960s.;;;;;;;
3156;;Outlaw Justice;1932.0;Armand Schaefer;3660.0;Western;Jack Hoxie;Dorothy Gulliver;Donald Keith;Charles King;;Fleeing from the law, Panamint Jack hides out at the Taggart ranch. Learning of the Taggarts' financial problems...;;;;;;;
3158;5.5;Payoff;1991.0;Stuart Cooper;6600.0;Action;Keith Carradine;Kim Greist;Harry Dean Stanton;John Saxon;;A kid unknowingly carries a bomb to his parents. When they get killed he is traumatized. Many hellish years later he vows revenge against the criminals who gave him the bomb.;Drama;;;;;;
3161;7.0;Adoration;1928.0;Frank Lloyd;4380.0;Drama;Billie Dove;Antonio Moreno;Emile Chautard;Lucy Doraine;The most beautiful actress of the screen...in her greatest role (original poster);Billie Dove, as Elena, pulls out all stops as a Russian princess and a woman-of-the-streets in Paris in an exotic romance and hand-wringing drama set in two countries and the way-stations in between.;History;Romance;;;;;
3162;7.2;The Mamelukes;1965.0;Atef Salem;5400.0;Action;Nabila Ebeid;Omar Sharif;;;;After suffering Egyptians from the oppression of the Mamluks and despotism clump the people and organize...;Adventure;Drama;History;;;;
3163;7.6;The Cycle;1978.0;Dariush Mehrjui;6060.0;Drama;Saeed Kangarani;Ezzatolah Entezami;Fourouzan;Bahman Forsi;;Ali and his father go from their poor neighborhood in the outskirts of the city to a hospital so that Ali's father can be treated for his sickness...;;;;;;;
3167;;Linda;1960.0;Don Sharp;3660.0;Drama;Carol White;Alan Rothwell;Cavan Malone;Edward Cast;;Boy and girl find in their true love for each other an escape from boredom and crime.;;;;;;;
3175;;Duranir Rong;1979.0;Johns Moholia;10620.0;Drama;Arun Nath;;;;;Ashim Datta fires Juri Barua, then finds he was mistaken about her actions and tries to make things right but they just get worse.;;;;;;;
3180;7.7;Alexander the Great;1980.0;Theodoros Angelopoulos;12600.0;Drama;Omero Antonutti;Eva Kotamanidou;Mihalis Giannatos;Grigoris Evangelatos;;Based on some historical events, the film gives a romanticized biography of Theodoros Kolokotronis,...;;;;;;;
3182;2.1;The Horrible Dr. Bones;2000.0;Ted Nicolaou;4320.0;Horror;Darrow Igus;Larry Bates;Sarah Scott Davis;Rhonda Claerbaut;;A dynamic hip-hop group think they've finally gotten their big break but what they don't realize is that Dr...;;;;;;;
3183;7.2;Barrier;1966.0;Jerzy Skolimowski;4620.0;Drama;Joanna Szczerbic;Jan Nowicki;Tadeusz Lomnicki;Maria Malicka;;A rebellious student wants to get total independence and overcome all the barriers in his life: of money, age, status, cults and conventions. However, he meets a girl with completely different ideals.;Comedy;;;;;;
3186;6.8;The Daltons' Women;1950.0;Thomas Carr;4200.0;Western;Lash La Rue;Al St. John;Jack Holt;Tom Neal;I've got my brand...on you!;The Dalton gang has moved west taking new identities and Marshals Lash and Fuzzy are after them. They receive help from Pinkerton agent Joan Talbot as they try to sort out who the bad guys really are.;;;;;;;
3189;5.4;Caçadas Eróticas;1984.0;David Cardoso;4740.0;Comedy;David Cardoso;Matilde Mastrangi;Sonia Garcia;Shirley Santos;;Film in three episodes. On the first, man is seduced by strange woman. The second shows orgies with couples. Punk girls kidnap and rape men on the third segment.;;;;Cl\xe1udio Portioli;;;
3191;5.3;Rio Babilônia;1982.0;Neville de Almeida;6900.0;Drama;Ov\xeddio Abreu;Pedro Aguinaga;Tamur Aimara;Arminda Amorim;;Public relations man is invited to guide American millionaire during his stay in Rio de Janeiro. In this course...;;;;;;;
3198;6.8;Under the Sun;1998.0;Colin Nutley;7800.0;Drama;Rolf Lassg\xe5rd;Helena Bergstr\xf6m;Johan Widerberg;Gunilla R\xf6\xf6r;Årets stora julfilm!;Olof lives alone on a farm after the death of his mother. Unable to read and write, he is dependent on his younger friend, Erik. Olof advertises for a housekeeper, and Ellen arrives. During summer Olof's heart and Erik's desires develops.;Romance;;;;;;
3199;5.0;Rock You Sinners;1958.0;Denis Kavanagh;3540.0;Musical;Philip Gilbert;Adrienne Fancey;Colin Croft;Jackie Collins;;In the early days of rock and roll, a disc jockey and his friend, a writer, want to put a rock show on TV.;;;;;;;
3202;6.7;Silent Movie;1976.0;Mel Brooks;5220.0;Comedy;Mel Brooks;Marty Feldman;Dom DeLuise;Sid Caesar;;A film director and his strange friends struggle to produce the first major silent feature film in forty years.;;;;;;;
3209;7.3;The Dance of Death;1969.0;David Giles;8940.0;Drama;Laurence Olivier;Geraldine McEwan;Robert Lang;Janina Faye;;An egocentric artillery captain and his venomous wife engage in savage unremitting battles in their...;;;;;;;
3210;4.6;Lassie: Joyous Sound;1972.0;Jack Wrather;4200.0;Family;Larry Pennell;Pamelyn Ferdin;Jay W. MacIntosh;John Lasell;;Sally gets surgery for her hearing. Lassie gets lost after having to hide out in the back of a laundry van;Adventure;;;;;;
3213;;The Bugle Call;1916.0;Reginald Barker;;Drama;William Collier Jr.;Wyndham Standing;Anna Lehr;Tom Guise;;On a remote cavalry outpost in the West, a boy rebels when his widowed father, a cavalryman, remarries...;Western;;;;;;
3219;5.5;Il tenente dei carabinieri;1986.0;Maurizio Ponzi;6480.0;Comedy;Enrico Montesano;Nino Manfredi;Massimo Boldi;Marisa Laurito;;Carabinieri's lieutenant Duilio Cordelli is in charge to investigate on a fake banknotes traffic. He...;;;;;;;
3223;1.5;Rocket Attack U.S.A.;1961.0;Barry Mahon;4080.0;Thriller;Monica Davis;John McKay;Phillip St. George;Edward Czerniuk;From Another Continent ...  Destruction!!!  Panic!! ...  before the Rocket Strikes!;An American secret agent tries to stop the Soviets from launching an intercontinental missile at the mainland United States.;;;;;;;
3227;;Nan jiang zhao chun;1978.0;Jun Guo;;Drama;Limin Wang;Xiaoyuan Xu;Hailian Yang;Liwei Zhang;;A struggle at Nanling Commune over proper use of farm machinery.;;;;Lang Xiao;;;
3230;5.8;Girl in His Pocket;1957.0;Pierre Kast;4920.0;Comedy;Jean Marais;Genevi\xe8ve Page;Jean-Claude Brialy;Agn\xe8s Laurent;;A professor experimenting in suspended animation accidentally shrinks his dog and later, his female lab assistant...;Fantasy;;;;;;
3238;4.5;Yeh Hai Mumbai Meri Jaan;1999.0;Mahesh Bhatt;8880.0;Action;Saif Ali Khan;Twinkle Khanna;Chunky Pandey;Saurabh Shukla;;Orphaned Raju Tarachand is cared for by his maternal uncle, Brij, and aunt, Basanti, in Nainital. Raju...;Comedy;Romance;;;;;
3244;5.8;Up Your Alley;1971.0;Art Lieberman;;Comedy;Frank Corsentino;Haji;Michael Finn;Marius Mazmanian;The All-Out Sex Comedy Riot!;A nerdy virgin who spends most of his waking hours dreaming about big-busted, naked women gets a job...;Crime;;;;;;
3247;6.4;The Invincibles;1994.0;Dominik Graf;7800.0;Action;Herbert Knaup;Katja Flint;Hansa Czypionka;Heinz Hoenig;;"Simon, the ""invincible"" leader of a police special unit, becomes caught up in a complex scheme involving bribery and money-laundering...";Drama;Thriller;;;;;
3250;5.7;Bombay Waterfront;1952.0;Maclean Rogers;4260.0;Mystery;John Bentley;Patricia Dainton;Grey Blake;Peter Gawthorne;;"The Temples investigate a series of gruesome murders attributed to a mysterious figure known as ""The Marquis.""";;;;;;;
3251;;The Trey o' Hearts;1914.0;Wilfred Lucas;;Adventure;Cleo Madison;George Larkin;Edward Sloman;Tom Walsh;Every Nerve Quivered At Thought Of Revenge;Judith Trine, along with her embittered, crippled father, Seneca Trine, are out for revenge against Alan Law...;;;;Henry MacRae;;;
3256;5.9;Polo Joe;1936.0;William C. McGann;3900.0;Comedy;Joe E. Brown;Carol Hughes;Skeets;Joe King;;Despite a severe horse allergy, Joe Bolton pretends to be a passionate polo player in order to win the heart of his horse-loving neighbor.;;;;;;;
3264;;Rutt Deen;1993.0;Hans Scheugl;3600.0;;;;;;;;;;;;;;
3268;6.5;Smart Girls Don't Talk;1948.0;Richard L. Bare;4860.0;Crime;Virginia Mayo;Bruce Bennett;Robert Hutton;"Andrea"" (u";"A ""Smart Girl"" Travels Down Thrill-Street - It's The Scandal-Squad Story Hot Off The Tapped-Wires!";Linda Vickers gets mixed up with gambler Marty Fain. One of Fain's henchmen uses her car in a killing...;Music;Mystery;;;;;
3276;8.4;Fine Manners;1926.0;Richard Rosson;4200.0;Comedy;Gloria Swanson;"Brien"" (u";Helen Dunbar;Roland Drew;;Fine Manners is a 1926 American black-and-white silent comedy film directed initially by Lewis Milestone...;;;;;;;
3277;7.6;The Deadly Invention;1958.0;Karel Zeman;4980.0;Adventure;Lubor Tokos;Arnost Navr\xe1til;Miroslav Holub;Frantisek Sl\xe9gr;Never before seen! Like nothing on this planet! Like no other screen adventure ever seen in America!;An evil millionaire named Artigas plans to use a super-explosive device to conquer the world from his headquarters inside an enormous volcano.;Fantasy;Sci-Fi;;;;;
3279;5.3;L'uomo della fortuna;2000.0;Silvia Saraceno;6000.0;;;;;;;;;;;;;;
3283;4.4;Meurtre en musique;1994.0;Gabriel Pelletier;5460.0;Thriller;Joe Bocan;Serge Dupire;Claude L\xe9veill\xe9e;Marcel Sabourin;;The wife (Eve Fugeres) of a song writer (Alex Fugeres) is more and more repelled by his alcoholism and...;;;;;;;
3286;5.5;The Comeuppance;1970.0;Claude Bernard-Aubert;5100.0;Crime;Salvatore Adamo;Michel Constantin;Elisabeth Wiener;Jess Hahn;;Philippe, a student, is sent to jail for manhandling his father's business partner, who blackmailed the poor man and caused his death...;Drama;;;;;;
3293;;Henrik IV;1964.0;Keve Hjelm;12900.0;Drama;Erik Hell;Kristina Adolphson;Lissi Alandh;Carl-Olof Alm;;Henry Bolingbroke has now been crowned King of England, but faces a rebellion headed by the embittered...;;;;;;;
3295;4.8;Shootfighter II;1996.0;Paul Ziller;5700.0;Action;Bolo Yeung;William Zabka;Michael Bernardo;Chase Randolph;The Ultimate fight to the death;Shingo & the boys (Nick & Ruben) are blackmailed into helping Rawlins infiltrate an underground shootfighting ring in an attempt;;;;;;;
3298;6.2;The Guns of Fort Petticoat;1957.0;George Marshall;4920.0;Action;Audie Murphy;Kathryn Grant;Hope Emerson;Jeff Donnell;GOOD WOMEN...BAD WOMEN...BRAWLING WOMEN...BRAVE WOMEN! They were all soldiers in skirts!;Union Army deserter, Lt. Hewitt, trains a rag tag band of all-female homesteaders to defend themselves against a Comanche tribe on the warpath.;Romance;War;Western;;;;
3312;7.4;Wrony;1994.0;Dorota Kedzierzawska;3960.0;Drama;Karolina Ostrozna;Katarzyna Szczepanik;Malgorzata Hajewska;Anna Prucnal;;"A thin child of about 10, nicknamed ""Crow"" because she mimics the bird, has no friends and rejects a teacher's hug...";;;;;;;
3313;6.1;Liste noire;1995.0;Jean-Marc Vall\xe9e;5400.0;Drama;Michel C\xf4t\xe9;Genevi\xe8ve Brouillette;Sylvie Bourque;Yves Allaire;;At the trial of a judge who was found with a prostitute, a list of clients pops up. It contains the...;Thriller;;;;;;
3327;5.5;Shaolin Deadly Kicks;1982.0;Wu-Ma;5340.0;Action;Tao-Liang Tan;Chung-Erh Lung;Lieh Lo;Hui Lou Chen;;Eight thieves steal a treasure map and split it into eight pieces, vowing to regroup three years later. But they'll have to deal with a deadly-kicking cop.;;;;;;;
3330;7.2;American Me;1992.0;Edward James Olmos;7500.0;Biography;Edward James Olmos;William Forsythe;Sal Lopez;Vira Montes;In prison they are the law. On the streets they are the power.;A Mexican-American Mafia kingpin is released from prison, falls in love for the first time, and grows introspective about his gangster lifestyle.;Crime;Drama;Romance;;;;
3332;;Tragic Serenade;1951.0;Giuseppe Guarino;;;;;;;;;;;;;;;
3354;;Zero;1928.0;Jack Raymond;;Drama;Stewart Rome;Fay Compton;Jeanne De Casalis;Sam Livesey;;An author feigns death so he can live with his mistress but returns to his wife when she falls ill.;;;;;;;
3360;4.3;Dracula's Dog;1978.0;Albert Band;5400.0;Horror;Jos\xe9 Ferrer;Michael Pataki;Jan Shutan;Libby Chase;Man's best friend is now man's worst fiend...;Russian soldiers accidentally unleash the servant of Dracula, as well as his dog, during excavations of Romania...;;;;;;;
3366;4.7;I've Had It;1973.0;Denis H\xe9roux;5340.0;Comedy;Dominique Michel;Jean Lefebvre;R\xe9gis Simard;Ren\xe9 Simard;;A Parisian named Cartier living in Quebec City and employee of a major English Canadian insurance company is promoted to a job in Vancouver...;;;;;;;
3370;7.1;Secretary;2002.0;Steven Shainberg;6240.0;Comedy;James Spader;Maggie Gyllenhaal;Jeremy Davies;Lesley Ann Warren;Assume the position.;A young woman, recently released from a mental hospital, gets a job as a secretary to a demanding lawyer, where their employer-employee relationship turns into a sexual, sadomasochistic one.;Drama;Romance;;;;;
3371;6.1;Hommes, femmes, mode d'emploi;1996.0;Claude Lelouch;7320.0;Comedy;Fabrice Luchini;Bernard Tapie;Alessandra Martines;Pierre Arditi;;Benoit Blanc loves living, he loves women, he loves daring. He is a famous businessman who suffers from stomach-ache...;Drama;;;;;;
3373;9.0;The Marathon Family;1982.0;Slobodan Sijan;5520.0;Comedy;Bogdan Diklic;Bata;Pavle Vuisic;Mija Aleksic;;The Topalovic family has been in the burial business for generations. When the old (150 yrs old) Pantelija dies...;Drama;;;;;;
3397;6.4;Sholi gia soferines;1964.0;Kostas Strantzalis;4440.0;Comedy;Thanasis Vengos;Andreas Barkoulis;Dina Trianti;Simoni Kyriakidou;;This film follows the exploits of two friends who own a school that gives driving lessons. One of them...;;;;;;;
3404;5.7;The Gentle Touch;1956.0;Pat Jackson;5460.0;Drama;George Baker;Belinda Lee;Delphi Lawrence;Adrienne Corri;Those Wonderful Nurses-In-Training...Trying to Give Their All to Mankind...Or To The Right Kind of Man!;The public and private lives of 5 girls, who start out as student nurses in the National Health service during the 1950's.;Comedy;;;;;;
3405;7.5;Fanfare;1958.0;Bert Haanstra;5160.0;Comedy;Hans Kaart;Bernard Droog;Ineke Brinkman;Wim Van den Heuvel;;After a fight the brass band in a small village splits up into two separate bands. They both want to win a contest and will do anything to prevent the other band from winning it.;Music;;;;;;
3415;6.5;Paradise;1999.0;Maarten Treurniet;4500.0;;;;;;;;;;;;;;
3419;5.7;Skirts Ahoy!;1952.0;Sidney Lanfield;6540.0;Comedy;Esther Williams;Joan Evans;Vivian Blaine;Barry Sullivan;;Three young ladies sign up for some kind of training at a naval base. However, their greatest trouble...;Musical;;;;;;
3420;6.8;Bed of Grass;1957.0;Gregg G. Tallas;5640.0;Drama;Anna Brazzou;Michalis Nikolinakos;Anestis Vlahos;Vasso Karayiannidou;To the victor... She was the prize!;Agioupa, an unruly orphan girl, sleeps in the fields, choosing the company of the birds to her fellow villagers...;;;;;;;
3438;7.2;Hari-Bhari;2000.0;Shyam Benegal;8040.0;Drama;Shabana Azmi;Rajit Kapoor;Rajeshwari Sachdev;Surekha Sikri;A heroic saga of five women;Ghazala (Shabana Azmi) has been married to Munirmiya (Srivallabh Vyas) for several years, and has given birth to a daughter...;Family;;;;;;
3439;6.2;Beyond the Sacramento;1940.0;Lambert Hillyer;3480.0;Western;Bill Elliott;Evelyn Keyes;Dub Taylor;John Dilson;GHOST GUNS BARK JUSTICE...(original print ad - all caps);Bill learns that two con artists whom he has dealt with before are at it again. Crowley runs the saloon...;;;;;;;
3442;5.9;Ann Carver's Profession;1933.0;Edward Buzzell;4260.0;Drama;Fay Wray;Gene Raymond;Claire Dodd;Jessie Ralph;;"After graduation from Hampden University, Bill ""Lightning"" Graham, a football star, and Ann Carver, who just passed her bar exam...";;;;;;;
